,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Country,Happiness Score,Local Purchasing Power Index,Cost of Living Index,Capital,Latitude,Longitude,Rank,Crime Index,Safety Index,Normalized Happiness,Normalized Local Purchasing Power,Normalized Safety,"Equally Weighted Safety, Purchasing, and Happiness",Z-Score Happiness Score,Z-Score Safety Index,Z-Score Local Purchasing Power,"Equally Weighted Z-Score Safety, Purchasing, and Happiness","Biased Happiness, Purchasing, then Safety","Biased Happiness, Safety, then Purchasing","Biased Purchasing, Happiness, then Safety","Biased Purchasing, Safety, then Happiness","Biased Safety, Purchasing, then Happiness","Biased Safety, Happiness, then Purchasing"
70,70,70,70,74,Bangladesh,5155.0,25.3,33.13,Dhaka,23.716666666666665,90.4,56.0,63.66,36.34,0.5078456710356286,0.1462878093492209,0.2938326946713904,1.99223536075076,-0.6126308880906188,-1.2415279891545172,-0.843634395882362,0.9592234319084816,3.7502779611997834,4.19381089298397,2.855852597738637,2.7799043341960603,3.6343545342748076,4.142465914570997
71,71,71,71,75,Algeria,5122.0,24.63,26.87,Algiers,36.75,3.05,130.0,53.88,46.12,0.5017537382314935,0.1401466544454628,0.4352541392524039,2.0820326172482697,-0.6434622099189893,-0.5987494860165365,-0.8685983793684763,1.02107018141232,3.794838339965014,4.267596870689225,2.914703410943679,2.8917981907125774,3.7596275920032376,4.251985871655536
72,72,72,72,76,Ukraine,5084.0,37.22,30.71,Kyiv,50.43333333333333,30.516667,192.2,47.742,52.258,0.4947387853055197,0.255545371219065,0.5240112790109175,2.149920429132344,-0.6789649441455977,-0.1953369653354597,-0.399499047890599,0.9540155112515106,3.846689915118861,4.318464489936732,3.022261225675828,3.031931381748992,3.8618795006963564,4.325237627952401
73,73,73,73,77,Morocco,5060.0,34.36,33.83,Rabat,34.016666666666666,-6.816667,209.0,45.78,54.22,0.4903082887206941,0.2293308890925756,0.5523823295495626,2.164140094637896,-0.7013877236571399,-0.0663869220679018,-0.5060617236671462,1.1031324213481688,3.8474034717167465,4.330069302355474,3.0141101805004804,3.0346347822850737,3.8795372968298096,4.344381226925068
74,74,74,74,80,Georgia,4973.0,31.15,30.18,Tbilisi,41.68333333333333,44.833333,407.0,25.16,74.84,0.4742477386007015,0.1999083409715857,0.85055310534307,2.374429728430423,-0.7826702993864803,1.2888372839346722,-0.6256652863394246,2.3827432429089805,3.956614401736289,4.498445698276586,3.147398730821322,3.264770972711625,4.142465327675838,4.5813343508008515
75,75,75,75,81,Iraq,4941.0,40.92,34.47,Baghdad,33.333333333333336,44.4,91.0,59.13,40.87,0.4683404098209341,0.2894592117323556,0.3593377196153567,2.021783675455637,-0.8125673387352031,-0.9437992959832442,-0.2616382435642966,0.3267171439275773,3.769924505264368,4.204717149684786,2.9486578526567824,2.911456293957261,3.711646536858067,4.17871283153583
76,76,76,76,82,Venezuela,4925.0,15.41,43.2,Caracas,10.483333333333333,-66.866667,1.0,83.98,16.02,0.4653867454310504,0.0556370302474793,0.0,1.7749517719700905,-0.8275158584095647,-2.5770350631589936,-1.2121325998788834,1.9965109088663209,3.608502073152826,4.0014998156371275,2.665706494863967,2.4849985162767876,3.3406197374475357,3.883455585388079
77,77,77,77,83,Iran,4888.0,17.98,37.39,Tehran,35.7,51.416667,107.0,55.72,44.28,0.4585563965294443,0.0791934005499541,0.4086472417034199,2.0292721375178533,-0.8620843101565254,-0.7196812289382015,-1.1163752303873709,1.1592639932030382,3.7377781874124163,4.215384380768958,2.8434540542605022,2.825847244462878,3.710976847002949,4.203527943047225
78,78,78,78,84,Ghana,4872.0,16.82,36.2,Accra,5.55,-0.216667,200.0,46.88,53.12,0.4556027321395606,0.0685609532538955,0.5364760321018002,2.1176020672795275,-0.8770328298308869,-0.138683072727593,-1.159596455527509,1.449707458012596,3.7842768472771677,4.287143747077811,2.903971214408695,2.9316881508848773,3.8267799070088913,4.30596657070545
79,79,79,79,85,Turkey,4744.0,32.88,28.31,Ankara,39.93333333333333,32.866667,338.1666666666667,32.01,67.99,0.431973417020491,0.2157653528872594,0.7515002530547321,2.272631886384308,-0.9966209872257784,0.8386294366447768,-0.5612060453976669,1.9223740136651104,3.87716564278757,4.404060610981884,3.0661441624790227,3.168642248214946,4.0386285748691115,4.476025417406675
80,80,80,80,86,Cambodia,4640.0,13.32,49.11,Phnom Penh,11.55,104.916667,133.0,53.56,46.44,0.412774598486247,0.0364802933088909,0.4398814257826621,2.017553319801435,-1.093786365109128,-0.5777178785518992,-1.290005324484822,1.3605997977268267,3.7048093375484905,4.195400176830823,2.8118885272381453,2.8215121378803847,3.719413870056967,4.20185629196727
81,81,81,81,88,Nigeria,4552.0,9.34,30.49,Abuja,9.083333333333334,7.533333,45.0,66.22,33.78,0.3965294443418866,0.0,0.2568144024293254,1.8787966710284645,-1.176003223318116,-1.4097808488716168,-1.438298838327709,1.5058555797469917,3.621601124977071,4.077943539738361,2.706092352406217,2.653960387030351,3.5436047382270135,4.043537242250739
82,82,82,82,89,Kenya,4543.0,32.18,33.92,Nairobi,-1.2833333333333332,36.816667,92.0,59.03,40.97,0.394868008122577,0.2093492208982585,0.3607837466560624,1.9599021050904213,-1.1844117656349442,-0.937226918650545,-0.5872878191891296,0.6187528922070803,3.681327149670387,4.140320734839307,2.8251670832198013,2.813076700905194,3.6627629648987985,4.13208025870835
83,83,83,83,90,Tunisia,4516.0,27.83,27.87,Tunis,36.8,10.183333,196.0,47.14,52.86,0.3898836994646483,0.1694775435380384,0.5327163617959656,2.075986219009723,-1.2096373925854291,-0.1557712537926108,-0.7493674134646473,1.1481382898656474,3.7356955835115824,4.234936398928419,2.8843140055405,2.933416541717135,3.8113976625370922,4.268530382652962
84,84,84,84,91,Pakistan,4516.0,26.63,19.92,Islamabad,33.68333333333333,73.05,248.25,41.99,58.010000000000005,0.3898836994646483,0.1584784601283226,0.6071867543923073,2.1307138202621814,-1.2096373925854291,0.182706178841398,-0.7940790256785831,1.4398969549458345,3.7649465399509703,4.2794683887720755,2.9190121893172543,2.992530412750726,3.878664031390115,4.329948706434614
85,85,85,85,93,Sri Lanka,4362.0,19.27,31.29,Colombo,6.916666666666667,79.833333,259.0,41.19,58.81,0.3614546797120177,0.0910174152153987,0.6187549707179525,2.1171232061470406,-1.353516894451158,0.2352851975029914,-1.0683102472573898,1.670984888689165,3.7353556588994135,4.262105035107687,2.8760030230182823,2.9641177389608138,3.8706695883910847,4.3220527428875934
86,86,86,86,94,Egypt,4288.0,21.54,29.52,Cairo,30.05,31.25,218.5,44.96,55.04,0.3477939819088056,0.1118240146654445,0.5642397512833489,2.067824757425176,-1.4226537979450795,-0.0124934279397684,-0.9837307808193612,1.4565478749121226,3.70197095961373,4.218477765453127,2.8410427792071835,2.9162331203170924,3.8171156732959477,4.269478445474516
87,87,87,87,95,Ethiopia,4241.0,10.15,47.49,Addis Ababa,9.033333333333331,38.7,195.0,47.15,52.85,0.3391175927635222,0.0074243813015582,0.532571759091895,2.035206929393792,-1.4665650744885164,-0.1564284915258806,-1.4081185000833023,1.7064857365119186,3.674058107980837,4.190904572367448,2.7965592077553514,2.864899952029387,3.777898840113803,4.236813598371674
88,88,88,88,96,Jordan,4152.0,31.34,49.19,Amman,31.95,35.933333,280.0,38.82,61.18,0.3226878345947941,0.2016498625114574,0.6530258115826766,2.1266546754455744,-1.549716215177152,0.3910505402879621,-0.6185859477388848,1.6185975712338565,3.7330147934513156,4.256696262377556,2.914333047918722,3.025559959440069,3.9059891648694953,4.33360577626932
89,89,89,89,97,India,3777.0,49.72,24.43,New Delhi,28.6,77.2,236.12,43.3524,56.6476,0.253461325456895,0.3701191567369385,0.5874860819897332,2.056274676474652,-1.9000721450449984,0.0931641100607036,0.0662469126712331,1.4175776138360765,3.6950068223874095,4.173377889781607,2.9717156185432723,3.082068011994495,3.8715855206389094,4.25266181631971
90,90,90,90,99,Tanzania,3702.0,15.97,32.81,Dar es Salaam,-6.8,39.283333,83.0,59.9,40.1,0.2396160236293151,0.0607699358386801,0.3482033114019232,1.832482752992645,-1.970143331018568,-0.9944066014450278,-1.1912671808457136,1.5363355313821558,3.5110591122677324,4.001607646601127,2.6204520541480685,2.6615678731969337,3.572378093221476,4.028652173231368
91,91,91,91,100,Zimbabwe,2995.0,19.07,45.68,Harare,-17.816666666666666,31.033333,78.0,60.35,39.65,0.1091009784013291,0.0891842346471127,0.3416961897187477,1.7430454593917457,-2.630681044129414,-1.0239822994421743,-1.0757621826263792,1.9537041976559808,3.3909398210879935,3.893328109285036,2.5139689838949026,2.6048474954631042,3.5254579440847036,3.95261864960229
92,92,92,92,101,Lebanon,2955.0,35.12,69.62,Beirut,33.86666666666667,35.5,207.0,46.67,53.33,0.1017168174266199,0.2362969752520623,0.5395126888872822,1.9078038488164508,-2.6680523433153174,-0.1248810803289246,-0.4777443692649868,1.9433145463281007,3.4948664605110684,4.015670326737481,2.699970230302233,2.8575218262402857,3.7370141908544867,4.123251134233911
93,93,93,93,102,Afghanistan,2404.0,23.04,20.37,Kabul,34.516666666666666,69.183333,8.0,79.39,20.61,0.0,0.1255728689275893,0.0663726411683898,1.4672829158833525,-3.18284198960114,-2.275362943588101,-0.9278412655519414,2.692998181117952,3.193779076810929,3.6449505397988506,2.2976221444199214,2.3263303292665847,3.235075788316068,3.6631147565858093
